1.00116 -0.455334 -0.127498 0.991839
0.910928 -0.498445 -0.0597203 0.998215
0.452626 -0.698345 -0.00554368 0.999985
0.225836 -0.809625 -0.00194043 0.999998
-0.0247007 -0.938889 -0.000626638 1
-0.277964 -1.07264 -0.000373263 1
-0.617221 -1.25631 -0.00010117 1
-0.861741 -1.39003 -3.96609e-05 1
-1.13836 -1.54231 -1.36268e-05 1
-1.39788 -1.68569 -5.00015e-06 1
-1.66377 -1.83289 -1.78183e-06 1
-1.92621 -1.97836 -5.77987e-07 1
-2.18983 -2.12457 -2.29752e-07 1
-2.45271 -2.27043 -9.02743e-08 1
-2.7158 -2.41644 -4.00474e-08 1
-2.97873 -2.56237 -1.11033e-08 1
-3.24168 -2.70833 4.53818e-09 1
-3.5046 -2.85428 -1.19102e-07 1
-3.76752 -3.00022 -1.82886e-11 1
-4.03043 -3.14617 1.13065e-07 1
-3.93043 -3.14617 -1.0484e-07 1
-3.73043 -3.14617 1.38974e-07 1
-3.56013 -3.14617 -1.20208e-08 1
-3.37847 -3.14617 -1.22094e-07 1
-3.2012 -3.14617 -6.14327e-09 1
-3.02223 -3.14617 1 3.2656e-11
