0.671443 0.000830551 -0.0250578 0.999686
0.771121 0.00885549 -0.0322026 0.999481
0.767855 0.508845 -0.0492148 0.998788
0.756642 0.762007 -0.064504 0.997917
0.710779 1.2599 -0.0816118 0.996664
0.689226 1.35755 -0.076292 0.997086
0.690017 1.55755 -0.0660556 0.997816
0.613982 1.95025 -0.0173108 0.99985
0.697516 2.10142 -0.0173108 0.99985
0.663976 2.04738 -0.0173108 0.99985
0.653552 2.04768 -0.0109003 0.999941
0.655761 2.04773 -0.0109003 0.999941
0.655677 2.04782 -0.0109003 0.999941
0.655676 2.04782 -0.0109003 0.999941
