0.717992 -0.134658 -0.0244755 0.9997
0.817822 -0.140494 -0.0341143 0.999418
1.27514 -0.342639 -0.642048 0.766664
1.46375 -0.533153 -0.583202 0.812327
1.43772 -0.629705 -0.660089 0.751188
1.42178 -0.829069 -0.786752 0.617269
1.45534 -1.22766 -0.924588 0.380968
1.57886 -1.56366 -0.971498 0.237048
1.68644 -1.64005 -0.983341 0.181772
1.84588 -1.60845 -0.99397 0.109652
1.88047 -1.4798 -0.99397 0.109652
1.87668 -1.21616 -0.99397 0.109652
1.8789 -1.27124 -0.99397 0.109652
1.87793 -1.2679 -0.99397 0.109652
1.87806 -1.26755 -0.99397 0.109652
1.87804 -1.26762 -0.99397 0.109652
1.87804 -1.26762 -0.99397 0.109652
