0.750672 0.00708845 -0.0303931 0.999538
0.840574 0.0508791 -0.0303931 0.999538
1.06101 0.214599 0.920089 0.391709
1.29513 0.385056 0.855591 0.517653
1.36681 0.454792 0.806738 0.59091
1.47742 0.621421 0.768374 0.640002
1.66593 0.974212 0.783473 0.621426
1.92374 1.26002 0.986163 0.165779
1.85786 1.13658 0.963512 0.267667
1.86755 1.01639 0.974199 0.225692
1.92782 0.8906 0.99215 0.125053
1.93796 0.884827 0.99215 0.125053
1.93724 0.886678 0.99215 0.125053
1.93727 0.886619 0.99215 0.125053
1.93727 0.886619 0.99215 0.125053
